id1,id2
2ytxA,4es8A
2ytxA,3t38A
2ytxA,2yeqA
2ytxA,8jx6B
2ytxA,7atiA
2ytxA,5m0wA
2ytxA,1owxA
2ytxA,8p03N
2ytxA,2ot2A
2ytxA,2myjA
2ytxA,6dggA
2ytxA,4po7A
2ytxA,5bq5B
2ytxA,2hthB
2ytxA,5a5tF
2ytxA,3iv4A
2ytxA,2yzjA
2ytxA,6yrfA
2ytxA,1yg0A
2ytxA,6fbzB
2ytxA,1sgoA
2ytxA,6ta5D
2ytxA,3ktnA
2ytxA,6eszA
2ytxA,1zs7A
2ytxA,8th8R
2ytxA,7vg7B
2ytxA,7kgvB
2ytxA,8caiO
2ytxA,2aplA
2ytxA,3i8oA
2ytxA,7sgrI
2ytxA,2pe4A
2ytxA,2oh3A
2ytxA,5uvgA
2ytxA,5ex1C
2ytxA,8e1hA
2ytxA,6vgvA
2ytxA,8aq2A
2ytxA,5k8gA
2ytxA,8d8kJ
2ytxA,3ezsA
2ytxA,5n5eB
2ytxA,5hp5A
2ytxA,2w0cK
2ytxA,3fc3A
2ytxA,8ih7A
2ytxA,8dwqA
2ytxA,4pqzA
2ytxA,6cw2A
2ytxA,8fvtA
2ytxA,2jv7A
2ytxA,2y3wA
2ytxA,6xyiA
2ytxA,7v9aB
2ytxA,8qynN
2ytxA,1s5lDA
2ytxA,8jw0F
2ytxA,8aimA
2ytxA,6mtzB
2ytxA,8dh8A
2ytxA,2vsvB
2ytxA,1ypqB
2ytxA,8hjuIA
2ytxA,5boxA
2ytxA,8adnC
2ytxA,6raoC
2ytxA,1b62A
2ytxA,7epnB
2ytxA,6hu9CA
2ytxA,3eloA
2ytxA,8bd7K
2ytxA,8ghtA
2ytxA,6xgtJ
2ytxA,4gaeA
2ytxA,4cu5A
2ytxA,6f46A
2ytxA,7acvB
2ytxA,7nwuB
2ytxA,2pkeA
2ytxA,5zx1A
2ytxA,4v1xE
2ytxA,5daeA
2ytxA,5yc3A
2ytxA,6j2pA
2ytxA,2erfA
2ytxA,5juyB
2ytxA,7ekpA
2ytxA,6lb8C
2ytxA,8j8jB
2ytxA,2cokA
2ytxA,3ikmD
2ytxA,1u6pB
2ytxA,2f9cA
2ytxA,8imdA
2ytxA,1vr0C
2ytxA,3nrfB
2ytxA,3iuoB
2ytxA,3pm2A
2ytxA,8hdwC
2ytxA,8d8kN
2ytxA,4jx2A
2ytxA,3sbuA
2ytxA,6psiA
2ytxA,4rnxA
2ytxA,2kaeA
2ytxA,4mr0A
2ytxA,6wxvA
2ytxA,7qg6C
2ytxA,2jn9A
2ytxA,8dddB
2ytxA,1wxrA
2ytxA,1f43A
2ytxA,5v50F
2ytxA,7sbaI
2ytxA,5egpA
2ytxA,7kmtI
2ytxA,7lx0GA
2ytxA,1id2A
2ytxA,2n81A
2ytxA,7d58A
2ytxA,2kczA
2ytxA,5fv8A
2ytxA,3hklB
2ytxA,6bogA
2ytxA,1w7oA
2ytxA,2ov9C
2ytxA,1ynbA
2ytxA,4kkyA
2ytxA,7st9A
2ytxA,7v2cHA
2ytxA,3nklB
2ytxA,2m4nA
2ytxA,7qidB
2ytxA,1tmfA
2ytxA,5ovyA
2ytxA,8dy9I
2ytxA,8q0eA
2ytxA,6ly5S
2ytxA,1onxA
2ytxA,7vprC
2ytxA,1sh0B
2ytxA,1lrzA
2ytxA,5npwH
2ytxA,6ohtA
2ytxA,5gw8B
2ytxA,6ta9A
2ytxA,6pwdA
2ytxA,4bjtA
2ytxA,8t9pE
2ytxA,7ecdA
2ytxA,6z9uD
2ytxA,8a16B
2ytxA,4proD
2ytxA,3u2rA
