id1,id2
8qnjA,8fnyA
8qnjA,6fonA
8qnjA,8cb6A
8qnjA,5jabA
8qnjA,3w5wA
8qnjA,6vzuA
8qnjA,7v3kB
8qnjA,2m88A
8qnjA,5vaeA
8qnjA,2nwtA
8qnjA,3effE
8qnjA,6am0D
8qnjA,6h3sB
8qnjA,6ybwV
8qnjA,5zerA
8qnjA,5ejgB
8qnjA,3x38B
8qnjA,6tebD
8qnjA,5ujjA
8qnjA,7dguA
8qnjA,1ifwA
8qnjA,6hd8B
8qnjA,6s3fA
8qnjA,4rkkA
8qnjA,7ozsB
8qnjA,8ebgB
8qnjA,5yhfA
8qnjA,3zpyA
8qnjA,2ricC
8qnjA,3fy6B
8qnjA,3dmyA
8qnjA,4uwqF
8qnjA,2mvwA
8qnjA,6op8B
8qnjA,1jm7A
8qnjA,6rdjK
8qnjA,6wkkA
8qnjA,1lcsA
8qnjA,1u0sB
8qnjA,2nb1A
8qnjA,5jdoA
8qnjA,4asnA
8qnjA,2nc8A
8qnjA,2xdyA
8qnjA,1jyoF
8qnjA,2o71A
8qnjA,5z7dB
8qnjA,4cjdA
8qnjA,1p91A
8qnjA,6iacD
8qnjA,1mntA
8qnjA,2kusA
8qnjA,7zmgOA
8qnjA,6ey4A
8qnjA,4n5cD
8qnjA,1i5pA
8qnjA,5jhfF
8qnjA,7p2pB
8qnjA,7zskB
8qnjA,4ojjA
8qnjA,3l8qB
8qnjA,1g9qA
8qnjA,2m63A
8qnjA,3klwA
8qnjA,1otrA
8qnjA,2ksfA
8qnjA,7uicC
8qnjA,8ap7DA
8qnjA,7wrnA
8qnjA,3h0dA
8qnjA,2ggeD
8qnjA,6kwyCA
8qnjA,8g6eG
8qnjA,6ayiA
8qnjA,3vhxB
8qnjA,4mpiB
8qnjA,4ebaA
8qnjA,6tjbA
8qnjA,5lakA
8qnjA,8cssR
8qnjA,4gleC
8qnjA,7dbeB
8qnjA,3uw3B
8qnjA,5lz3B
8qnjA,1tbqE
8qnjA,2euiA
8qnjA,6d7yB
8qnjA,7x17C
8qnjA,8i8bL
8qnjA,8gsaA
8qnjA,4pfhA
8qnjA,6ea8A
8qnjA,8j0nE
8qnjA,5nnrC
8qnjA,6af0B
8qnjA,4oo3A
8qnjA,1wmhB
8qnjA,6zz9A
8qnjA,2w7vA
8qnjA,6t2bB
8qnjA,4es8A
8qnjA,3t38A
8qnjA,2yeqA
